Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
3500,0,VOLVO,S40,Sedan,Yes,Petrol,2.0,133502,4.0,Automatic,Front,Right-hand drive,Green,2,24
9408,0,BMW,225,Sedan,Yes,Petrol,2.5,250000,8.0,Tiptronic,Rear,Left wheel,Black,6,26
1803,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,258909,4.0,Automatic,Front,Left wheel,White,12,15
17719,781,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,52600,4.0,Automatic,Front,Left wheel,White,4,13
627,530,MINI,Cooper S Cabrio,Hatchback,Yes,Petrol,1.6,134035,4.0,Automatic,Front,Left wheel,Red,12,12
8006,893,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,62444,4.0,Automatic,Front,Left wheel,Silver,4,17
11917,0,FORD,Transit,Microbus,No,CNG,2.3,300000,4.0,Manual,Rear,Left wheel,Yellow,0,25
15367,531,NISSAN,Juke,Jeep,Yes,Petrol,1.6,139200,4.0,Tiptronic,Front,Left wheel,Black,12,13
20385,562,BUICK,Encore,Jeep,Yes,Petrol,1.4,58000,4.0,Automatic,Front,Left wheel,White,10,10
42933,784,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,50909,4.0,Automatic,Front,Left wheel,Black,4,8
784,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,174285,4.0,Automatic,Front,Left wheel,Silver,12,13
18817,690,HONDA,FIT,Hatchback,No,Petrol,1.5,49600,4.0,Automatic,Front,Left wheel,White,6,9
9408,0,TOYOTA,VOXY,Minivan,No,CNG,2.0,200000,4.0,Automatic,4x4,Right-hand drive,White,2,22
15988,502,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,88777,4.0,Automatic,Front,Left wheel,Yellow,4,12
37984,891,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,101200,4.0,Automatic,Front,Left wheel,Grey,4,9
25089,0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,327000,4.0,Manual,Rear,Left wheel,White,2,16
26657,0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,128320,4.0,Tiptronic,Front,Left wheel,Silver,10,11
157,585,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,321616,4.0,Automatic,Front,Left wheel,Red,12,12
14113,843,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,95520,4.0,Variator,Front,Left wheel,Red,0,17
23521,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,147845,4.0,Automatic,Front,Left wheel,Grey,8,11
13322,583,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,62499,4.0,Automatic,Front,Left wheel,White,4,7
627,1750,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,277405,6.0,Automatic,4x4,Left wheel,Grey,12,17
13454,1347,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,93281,4.0,Automatic,Front,Left wheel,Silver,4,17
1725,1324,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,226198,6.0,Automatic,4x4,Left wheel,Green,12,15
45473,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,25000,4.0,Tiptronic,Front,Left wheel,Silver,12,9
30351,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,149038,4.0,Automatic,Front,Left wheel,White,4,12
43416,971,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,137986,4.0,Automatic,Front,Left wheel,Silver,4,9
392,1325,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,12336,4.0,Automatic,Front,Left wheel,Blue,12,6
11726,308,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,102528,4.0,Automatic,Front,Left wheel,Black,4,10
19444,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,137000,4.0,Variator,Front,Left wheel,White,12,13
28225,911,MERCEDES-BENZ,C 220,Sedan,Yes,Diesel,2.2,0,4.0,Tiptronic,Rear,Left wheel,Black,6,15
25716,891,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,45500,4.0,Tiptronic,Front,Left wheel,Black,12,9
1300,0,VOLKSWAGEN,T3 0000,Microbus,No,Petrol,1.7,0,4.0,Manual,Rear,Left wheel,Brown,0,40
10349,0,MERCEDES-BENZ,E 320,Sedan,Yes,CNG,3.2,0,6.0,Tiptronic,Rear,Left wheel,Grey,8,24
18817,0,SKODA,Superb,Sedan,No,Petrol,1.8,222000,4.0,Tiptronic,Front,Left wheel,Black,4,14
19000,0,HYUNDAI,Elantra,Hatchback,Yes,Petrol,1.8,95000,4.0,Tiptronic,Front,Left wheel,Grey,6,12
12544,640,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.0,112000,4.0,Manual,Front,Left wheel,Grey,10,12
36065,1624,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,155200,6.0,Tiptronic,4x4,Left wheel,Brown,12,16
392,441,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,77830,4.0,Automatic,Front,Left wheel,Grey,12,10
36899,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,110169,4.0,Automatic,Front,Left wheel,Silver,4,9
7213,875,MITSUBISHI,Mirage,Hatchback,No,Petrol,1.0,111111,3.0,Automatic,Front,Right-hand drive,Golden,4,13
15367,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,230400,4.0,Tiptronic,Front,Left wheel,Purple,0,15
3450,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,35083,4.0,Automatic,Front,Left wheel,White,12,13
16308,0,MERCEDES-BENZ,E 320,Sedan,Yes,CNG,3.2,160986,6.0,Tiptronic,Rear,Left wheel,Black,12,22
9565,397,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,71904,4.0,Automatic,Front,Left wheel,White,0,9
25089,0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,68000,4.0,Tiptronic,Front,Left wheel,Carnelian red,12,11
14113,765,FORD,Focus,Sedan,No,Petrol,2.0,54000,4.0,Automatic,Front,Left wheel,Carnelian red,6,10
14740,0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,348800,4.0,Variator,Front,Left wheel,Grey,8,18
314,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,91760,4.0,Automatic,Front,Left wheel,Black,0,10
6429,830,HONDA,Accord,Sedan,Yes,Petrol,1.5,4088,4.0,Automatic,Front,Left wheel,Blue,12,6
29094,642,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,78732,4.0,Automatic,Front,Left wheel,White,4,13
19312,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,199660,4.0,Automatic,Front,Left wheel,Grey,4,14
44843,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,105743,4.0,Automatic,Front,Left wheel,White,4,8
30,0,NISSAN,Note,Hatchback,No,Petrol,1.5,117000,4.0,Variator,Front,Right-hand drive,Carnelian red,4,20
32744,765,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,48294,4.0,Automatic,Front,Left wheel,Silver,4,10
150,0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,160000,6.0,Automatic,Rear,Left wheel,Silver,12,12
11290,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,256355,4.0,Automatic,Front,Left wheel,Silver,4,9
4077,0,BMW,318,Hatchback,No,Petrol,1.8,285000,4.0,Manual,Rear,Left wheel,Blue,1,30
8467,0,NISSAN,Note,Sedan,No,LPG,1.5,138000,4.0,Automatic,Front,Right-hand drive,Black,0,18
14269,1017,JAGUAR,F-pace,Jeep,Yes,Diesel,2.0,50531,4.0,Automatic,4x4,Left wheel,Red,12,8
42400,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,75300,4.0,Automatic,Front,Left wheel,Black,4,9
11917,843,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,190000,4.0,Automatic,Front,Left wheel,Sky blue,8,17
40142,0,BMW,X6,Jeep,Yes,Petrol,3.5,139452,6.0,Tiptronic,4x4,Left wheel,Black,8,17
7056,873,MITSUBISHI,Mirage,Hatchback,No,Petrol,1.0,10000,4.0,Automatic,Front,Right-hand drive,White,4,11
23521,0,TOYOTA,Camry,Sedan,No,Petrol,2.5,167680,4.0,Tiptronic,Front,Left wheel,Black,8,11
15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,276546,4.0,Automatic,Front,Left wheel,Silver,4,9
17249,0,MITSUBISHI,Lancer,Universal,No,Petrol,2.0,124000,4.0,Variator,Front,Left wheel,White,8,16
16621,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,83000,4.0,Tiptronic,Front,Left wheel,Blue,8,13
1700,0,CITROEN,C5,Goods wagon,No,Petrol,2.0,255000,4.0,Manual,Front,Left wheel,Blue,4,24
94,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Silver,4,20
14113,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,0,4.0,Automatic,Front,Left wheel,Sky blue,4,18
941,584,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,1.8,69248,4.0,Automatic,Front,Left wheel,Blue,12,11
220,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,110958,4.0,Automatic,Front,Left wheel,Black,0,11
45473,1249,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,17600,4.0,Automatic,4x4,Left wheel,Red,12,8
12544,831,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,98000,4.0,Automatic,Front,Left wheel,Silver,8,14
16766,584,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,59532,4.0,Automatic,Front,Left wheel,Grey,4,11
6272,790,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,53256,4.0,Automatic,Front,Left wheel,Blue,4,16
15367,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,51274,4.0,Automatic,Front,Left wheel,Silver,4,10
14583,0,RENAULT,Megane 1.9CDI,Sedan,No,Diesel,1.9,168974,4.0,Automatic,Front,Left wheel,Silver,10,17
13485,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,30363,4.0,Automatic,Front,Left wheel,Silver,4,10
22947,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,199356,4.0,Automatic,Front,Left wheel,White,4,15
22580,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,166720,4.0,Automatic,Front,Left wheel,Silver,12,12
15681,0,BMW,X5,Jeep,Yes,Diesel,3.0,280000,6.0,Tiptronic,4x4,Left wheel,Grey,6,22
3450,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,9626,4.0,Automatic,Front,Left wheel,Black,12,6
9722,0,MERCEDES-BENZ,C 240,Sedan,Yes,Petrol,2.6,20017,6.0,Tiptronic,Rear,Left wheel,Black,10,24
13799,0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,96000,4.0,Automatic,Front,Right-hand drive,Silver,8,13
14113,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,123270,4.0,Automatic,Front,Left wheel,Black,12,15
16838,419,NISSAN,March,Hatchback,Yes,Petrol,1.2,59000,4.0,Automatic,Front,Left wheel,Black,4,12
22580,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,50930,4.0,Automatic,Rear,Left wheel,Black,12,8
20385,0,NISSAN,Juke,Hatchback,No,Petrol,1.6,62000,4.0,Automatic,Front,Left wheel,Blue,10,12
6586,1163,TOYOTA,Vitz,Hatchback,No,Petrol,1.0,39000,4.0,Automatic,Front,Right-hand drive,Black,10,15
627,917,BMW,535,Sedan,Yes,Hybrid,3.0,195941,6.0,Automatic,Rear,Left wheel,Black,12,12
18503,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,141000,4.0,Automatic,Front,Left wheel,Grey,0,15
19676,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,152000,4.0,Automatic,Front,Left wheel,White,4,13
7527,0,HONDA,Odyssey,Minivan,No,Petrol,2.4,225000,4.0,Automatic,Front,Right-hand drive,Black,12,20
18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058,4.0,Automatic,Front,Left wheel,White,12,7
6272,789,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,66444,4.0,Automatic,Front,Left wheel,Black,4,16
706,986,LEXUS,HS 250h,Sedan,Yes,Hybrid,2.4,275654,4.0,Automatic,Front,Left wheel,Red,12,15
15681,1991,FORD,Transit,Microbus,No,Diesel,2.4,176000,4.0,Manual,Rear,Left wheel,White,1,20
470,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,202864,4.0,Automatic,Front,Left wheel,Blue,0,13
1646,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,240987,6.0,Automatic,4x4,Left wheel,Black,12,13
5331,0,OPEL,Vectra,Hatchback,No,Petrol,1.6,2000,4.0,Manual,Front,Left wheel,Silver,4,28
12544,0,FORD,Transit,Microbus,Yes,Diesel,2.0,300000,4.0,Manual,Front,Left wheel,Yellow,1,22
314,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,131893,4.0,Automatic,Front,Left wheel,Brown,0,11
20005,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,107179,4.0,Automatic,Front,Left wheel,White,4,13
43626,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,122856,4.0,Automatic,Front,Left wheel,Black,4,9
8467,0,OPEL,Astra,Universal,No,Petrol,1.6,131000,4.0,Manual,Front,Left wheel,Black,4,25
8781,0,NISSAN,Tiida,Hatchback,No,Petrol,1.5,150300,4.0,Automatic,Front,Right-hand drive,Grey,6,18
8781,0,NISSAN,Serena,Minivan,No,Petrol,2.0,175000,4.0,Variator,Front,Right-hand drive,Black,2,23
16725,0,MERCEDES-BENZ,E 220 W210...CDI,Sedan,No,Diesel,2.0,228000,4.0,Tiptronic,Rear,Left wheel,Black,6,23
2666,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,100747,4.0,Automatic,Front,Left wheel,Green,0,10
21950,0,TOYOTA,Camry,Coupe,No,Petrol,2.5,92000,4.0,Tiptronic,Front,Left wheel,Blue,6,11
10349,0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.5,166400,5.0,Automatic,Front,Left wheel,Black,8,16
188,831,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,108826,4.0,Automatic,Front,Left wheel,Black,0,14
35617,765,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,123843,4.0,Automatic,Front,Left wheel,Grey,4,10
21893,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,58600,4.0,Automatic,Front,Left wheel,Black,4,13
1646,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619,4.0,Automatic,Front,Left wheel,Grey,0,12
314,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,225510,4.0,Automatic,Front,Left wheel,White,12,12
22580,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,13800,6.0,Tiptronic,Front,Left wheel,Blue,12,13
19444,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,75200,4.0,Automatic,Front,Left wheel,Grey,10,9
13956,0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,266000,4.0,Automatic,Front,Left wheel,Black,10,11
1176,934,MAZDA,1000,Sedan,Yes,Petrol,2.5,142800,4.0,Automatic,Front,Left wheel,Grey,12,10
3293,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,159382,4.0,Automatic,Front,Left wheel,White,12,15
15530,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,123700,4.0,Automatic,Front,Left wheel,Black,4,12
5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549,4.0,Automatic,Front,Left wheel,Black,12,12
22473,502,HONDA,FIT,Hatchback,Yes,Petrol,1.5,55000,4.0,Automatic,Front,Left wheel,Golden,4,12
20100,586,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,96432,4.0,Tiptronic,Rear,Left wheel,White,12,13
25089,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,83362,4.0,Automatic,Front,Left wheel,Black,4,12
2587,642,AUDI,A3,Sedan,Yes,Diesel,2.0,174966,4.0,Automatic,Front,Left wheel,Black,12,13
13485,862,VOLKSWAGEN,Jetta სასწაფოდ,Sedan,Yes,Petrol,2.5,134400,4.0,Tiptronic,Front,Left wheel,Black,6,14
5802,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800,6.0,Automatic,Rear,Left wheel,Grey,12,12
14740,645,CHEVROLET,Corvette,Sedan,Yes,Petrol,1.8,117000,4.0,Tiptronic,Front,Left wheel,White,12,14
23521,0,CHEVROLET,Malibu,Sedan,Yes,Petrol,1.5,53000,4.0,Tiptronic,Front,Left wheel,Blue,12,8
3607,0,FORD,Transit,Goods wagon,No,Diesel,2.5,1000,4.0,Manual,Rear,Left wheel,Red,1,33
21639,751,KIA,Optima,Sedan,Yes,Hybrid,2.4,109000,4.0,Automatic,Front,Left wheel,White,12,12
7919,503,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,163312,4.0,Automatic,Front,Left wheel,Silver,4,13
13015,798,MERCEDES-BENZ,GLK 250,Jeep,Yes,Diesel,2.1,199189,4.0,Automatic,4x4,Left wheel,Blue,12,10
282,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619,4.0,Automatic,Front,Left wheel,Grey,0,12
19707,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,97000,4.0,Automatic,Front,Left wheel,White,4,13
13589,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,162911,4.0,Automatic,Front,Left wheel,White,4,13
28015,595,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,122637,4.0,Automatic,Front,Left wheel,Black,4,10
43905,1011,FORD,Mustang,Coupe,No,Petrol,2.3,85000,4.0,Tiptronic,Rear,Left wheel,Blue,8,9
5488,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798,4.0,Automatic,Front,Left wheel,White,12,11
1019,831,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,25635,4.0,Automatic,Front,Left wheel,Black,12,8
47042,696,MERCEDES-BENZ,Sprinter 316 CDI,Microbus,No,Diesel,2.2,220000,4.0,Manual,Rear,Left wheel,White,2,12
23207,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,71244,4.0,Automatic,Front,Left wheel,Grey,4,12
17876,0,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,65000,4.0,Automatic,Front,Left wheel,Red,8,12
12544,0,HONDA,FIT,Sedan,No,Hybrid,1.3,120521,4.0,Tiptronic,Front,Right-hand drive,Black,6,14
11604,475,CHEVROLET,Volt,Sedan,Yes,Plug-in Hybrid,1.4,0,4.0,Automatic,Front,Left wheel,Silver,10,13
17719,765,HYUNDAI,Grandeur,Sedan,Yes,LPG,2.0,81125,4.0,Automatic,Front,Left wheel,Silver,4,10
14426,1185,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,72999,4.0,Automatic,Front,Left wheel,Black,4,16
6586,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19968,4.0,Automatic,Front,Left wheel,White,12,6
20542,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,43071,4.0,Automatic,Front,Left wheel,White,4,10
18660,650,CHEVROLET,Cruze PREMIER,Sedan,Yes,Petrol,1.4,9470,4.0,Automatic,Front,Left wheel,Silver,8,9
21953,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,90000,4.0,Automatic,Front,Left wheel,White,4,13
14113,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,0,4.0,Variator,Front,Left wheel,Silver,12,19
862,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478,4.0,Automatic,Front,Left wheel,White,12,11
392,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,1600,4.0,Automatic,Rear,Left wheel,Black,12,8
3,0,MERCEDES-BENZ,C 220,Sedan,No,Diesel,2.2,20600,4.0,Manual,Rear,Left wheel,Black,2,27
25716,1588,NISSAN,Navara,Pickup,No,Diesel,2.5,220000,4.0,Automatic,4x4,Left wheel,Silver,8,18
17092,764,KIA,Optima,Sedan,Yes,Petrol,2.0,41088,4.0,Automatic,Front,Left wheel,Black,4,10
18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058,4.0,Automatic,Front,Left wheel,White,12,7
28288,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,36261,4.0,Automatic,Front,Left wheel,Black,4,11
10036,0,MERCEDES-BENZ,E 36 AMG,Sedan,No,Petrol,2.0,230000,4.0,Manual,Rear,Left wheel,Black,12,24
94,1017,HYUNDAI,Elantra,Jeep,Yes,Petrol,2.0,284251,4.0,Automatic,Front,Left wheel,Grey,12,8
24458,583,MINI,Countryman,Jeep,Yes,Petrol,1.6,83000,4.0,Tiptronic,Front,Left wheel,Green,8,14
5018,0,NISSAN,X-Terra,Jeep,No,Petrol,3.3,22000,6.0,Automatic,4x4,Left wheel,Black,8,23
28225,900,MITSUBISHI,Outlander xl,Jeep,Yes,Petrol,2.4,117000,4.0,Automatic,Front,Left wheel,Blue,10,10
14269,1266,HONDA,"FIT ""S""- PAKETI.",Sedan,No,Hybrid,1.5,76000,4.0,Tiptronic,Front,Right-hand drive,Black,8,11
25716,0,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0,125000,4.0,Automatic,Front,Left wheel,Black,8,13
27858,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,273371,4.0,Automatic,Front,Left wheel,Silver,4,12
22357,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,176379,4.0,Automatic,Front,Left wheel,Grey,4,13
1882,862,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,236936,4.0,Automatic,Front,Left wheel,Blue,12,14
20385,934,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,91174,4.0,Automatic,4x4,Left wheel,Silver,0,10
4704,0,BMW,528,Sedan,No,Petrol,2.8,250130,6.0,Tiptronic,Rear,Left wheel,Blue,5,27
40,0,HONDA,FIT,Hatchback,No,Petrol,1.3,120000,4.0,Variator,Front,Right-hand drive,Beige,0,22
12231,707,FORD,Transit Connect,Goods wagon,No,Petrol,2.0,160000,4.0,Automatic,Front,Left wheel,Grey,6,14
1803,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,245486,4.0,Automatic,Front,Left wheel,Blue,12,12
4391,456,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,0,4.0,Automatic,Front,Left wheel,White,12,10
8781,0,MERCEDES-BENZ,E 220,Sedan,No,Diesel,2.2,230000,4.0,Manual,Rear,Left wheel,Silver,7,27
6586,0,OPEL,Vectra,Goods wagon,No,Petrol,1.6,22000,4.0,Manual,Front,Left wheel,Silver,6,26
9408,0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,180000,4.0,Automatic,4x4,Left wheel,White,4,22
44533,1413,HYUNDAI,Genesis,Sedan,Yes,Petrol,3.3,33705,4.0,Automatic,Front,Left wheel,Grey,4,9
16621,639,FORD,Focus se,Hatchback,No,Petrol,2.0,130326,4.0,Automatic,Front,Left wheel,Grey,6,11
37066,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,88000,4.0,Automatic,Front,Left wheel,Silver,4,9
24462,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,66000,4.0,Tiptronic,Front,Left wheel,Black,10,11
1333,585,LEXUS,CT 200h,Sedan,Yes,Hybrid,1.8,0,4.0,Automatic,Front,Left wheel,Red,0,12
16546,769,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,244538,4.0,Automatic,Front,Left wheel,Silver,4,14
11917,742,HONDA,Civic,Sedan,No,Hybrid,1.3,248126,4.0,Automatic,Front,Left wheel,Black,8,17
10349,830,CHEVROLET,Equinox,Sedan,Yes,Petrol,1.5,17051,4.0,Automatic,Front,Left wheel,White,12,6
20005,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,96860,4.0,Automatic,Front,Left wheel,White,4,13
30891,697,HONDA,Civic,Sedan,Yes,Petrol,1.8,100658,4.0,Automatic,Front,Left wheel,Silver,4,10
9722,0,NISSAN,Serena,Minivan,No,Petrol,2.0,195000,4.0,Automatic,Front,Right-hand drive,Brown,2,20
5959,0,NISSAN,Micra,Coupe,No,Petrol,1.0,141000,4.0,Manual,Front,Left wheel,Black,5,25
14740,697,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,10000,6.0,Tiptronic,Front,Left wheel,Black,9,10
2822,0,OPEL,Vectra,Sedan,No,Petrol,2.0,111111,4.0,Manual,Front,Left wheel,Green,2,32
7213,1282,KIA,Sportage,Jeep,Yes,Diesel,2.0,89472,4.0,Automatic,Front,Left wheel,Silver,4,18
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,Left wheel,White,12,13
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,Left wheel,White,12,13
1882,1211,BMW,X5,Jeep,Yes,Diesel,3.0,265210,6.0,Automatic,4x4,Left wheel,Black,0,15
36219,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,156151,4.0,Automatic,Front,Left wheel,Grey,4,9
2195,0,OPEL,Corsa,Hatchback,No,Petrol,1.4,270000,4.0,Manual,Front,Left wheel,Black,2,29
10976,0,FORD,Transit,Microbus,No,Diesel,2.5,325812,4.0,Manual,Front,Left wheel,White,2,27
627,1172,NISSAN,Maxima,Sedan,Yes,Petrol,3.5,147242,6.0,Automatic,Front,Left wheel,Blue,12,14
188,481,FORD,Fusion,Sedan,Yes,Hybrid,2.0,78373,4.0,Automatic,Front,Left wheel,White,12,8
9408,0,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,250000,4.0,Manual,Rear,Left wheel,Blue,4,26
9408,0,MAZDA,MPV,Minivan,No,Petrol,2.5,180000,6.0,Automatic,Front,Right-hand drive,Black,2,24
25402,0,TOYOTA,Camry SE,Sedan,No,Petrol,2.5,72000,4.0,Tiptronic,Front,Left wheel,Silver,10,14
11447,777,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,87462,6.0,Automatic,Rear,Left wheel,Black,12,11
22266,0,SSANGYONG,REXTON SUPER,Jeep,Yes,Diesel,2.7,66000,6.0,Automatic,4x4,Left wheel,Black,12,15
38574,518,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,60000,5.0,Automatic,Front,Left wheel,White,12,9
9252,1673,FORD,Transit,Goods wagon,No,Diesel,2.0,170000,4.0,Manual,Front,Left wheel,White,4,20
18817,0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,130000,6.0,Tiptronic,Front,Left wheel,White,0,16
7000,0,AUDI,A4,Sedan,No,Petrol,1.8,200000,4.0,Tiptronic,4x4,Left wheel,Silver,4,23
40688,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,135206,4.0,Automatic,Front,Left wheel,White,4,9
5739,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,86382,4.0,Automatic,Front,Left wheel,Silver,4,15
24283,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,238939,4.0,Automatic,Front,Left wheel,Silver,4,12
1176,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,0,4.0,Automatic,Front,Left wheel,Red,0,13
